model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.975
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,New Mexico,36,1,115
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,North Carolina,117,96,141
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,North Dakota,3,2,4
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Ohio,87,32,133
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Oklahoma,27,7,53
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Oregon,11,6,16
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Rhode Island,22,5,46
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,South Dakota,10,5,15
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Texas,257,96,421
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Utah,22,14,30
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Vermont,0,0,1
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Washington,33,19,51
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,West Virginia,0,0,0
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Wisconsin,40,8,78
GT-DeepCOVID,2020-06-15,10 day ahead inc hosp,2020-06-25,Wyoming,1,1,3
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Alabama,72,40,128
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Alaska,0,0,0
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Arizona,217,103,453
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Arkansas,27,11,60
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,California,351,246,590
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Colorado,84,21,270
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Connecticut,25,12,46
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Delaware,10,4,19
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,District of Columbia,11,7,18
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Florida,244,153,399
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Georgia,213,108,384
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Hawaii,0,0,0
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Idaho,0,0,0
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Illinois,132,74,209
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Indiana,68,44,102
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Iowa,29,17,43
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Kansas,8,3,13
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Kentucky,20,11,36
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Louisiana,78,45,133
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Maine,5,3,7
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Maryland,129,80,192
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Massachusetts,40,25,58
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Michigan,113,77,164
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Minnesota,54,30,89
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Mississippi,38,24,56
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Missouri,39,20,73
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Montana,0,0,0
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,National,3050,2676,3535
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Nebraska,11,3,35
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Nevada,16,7,37
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,New Hampshire,25,12,47
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,New Jersey,135,91,195
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,New Mexico,25,8,68
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,New York,129,92,177
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,North Carolina,66,37,108
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,North Dakota,3,0,6
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Ohio,72,44,114
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Oklahoma,14,7,22
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Oregon,11,4,26
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Pennsylvania,149,90,240
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Rhode Island,24,15,35
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,South Carolina,72,38,139
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,South Dakota,6,3,13
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Tennessee,46,22,95
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Texas,127,79,199
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Utah,18,8,39
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Vermont,0,0,0
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Virginia,39,26,63
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Washington,22,13,39
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,West Virginia,3,0,6
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Wisconsin,31,19,50
IHME,2020-06-15,10 day ahead inc hosp,2020-06-25,Wyoming,0,0,0
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Alabama,152,82,273
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Alaska,3,0,18
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Arizona,365,64,1124
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Arkansas,44,19,87
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,California,1375,374,3435
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Colorado,65,24,152
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Connecticut,141,36,377
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Delaware,54,9,147
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,District of Columbia,22,1,63
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Florida,489,191,931
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Georgia,199,112,338
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Guam,0,0,1
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Hawaii,0,0,2
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Idaho,18,3,58
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Illinois,670,222,1863
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Indiana,140,73,244
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Iowa,89,52,137
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Kansas,41,9,119
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Kentucky,101,29,265
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Louisiana,178,93,329
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Maine,10,0,47
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Maryland,256,102,487
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Massachusetts,191,65,392
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Michigan,250,92,541
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Minnesota,205,78,446
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Mississippi,82,45,128
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Missouri,67,22,160
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Montana,2,0,16
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,National,8489,6307,10962
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Nebraska,66,18,131
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Nevada,88,3,426
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,New Hampshire,38,4,104
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,New Jersey,240,124,426
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,New Mexico,40,9,135
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,New York,502,214,1034
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,North Carolina,374,179,772
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,North Dakota,13,2,28
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Northern Mariana Islands,0,0,0
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Ohio,419,169,821
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Oklahoma,31,6,101
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Oregon,64,6,278
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Pennsylvania,214,87,436
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Puerto Rico,7,0,64
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Rhode Island,4,0,27
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,South Carolina,119,45,241
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,South Dakota,21,5,44
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Tennessee,117,38,242
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Texas,464,173,1108
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Utah,72,10,221
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Vermont,2,0,12
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Virgin Islands,0,0,1
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Virginia,159,95,256
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Washington,64,17,151
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,West Virginia,14,2,41
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Wisconsin,144,44,333
JHU,2020-06-15,11 day ahead inc hosp,2020-06-25,Wyoming,2,0,8
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Alabama,87,28,221
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Alaska,2,1,8
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Arizona,208,74,553
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Arkansas,51,13,156
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,California,401,132,888
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Colorado,19,7,51
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Connecticut,28,10,67
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Delaware,5,2,14
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,District of Columbia,6,2,15
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Florida,413,126,902
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Georgia,129,52,285
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Hawaii,1,0,3
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Idaho,2,0,6
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Illinois,58,19,154
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Indiana,40,11,101
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Iowa,38,13,100
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Kansas,6,2,16
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Kentucky,36,9,95
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Louisiana,98,33,214
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Maine,3,1,7
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Maryland,66,15,180
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Massachusetts,26,7,68
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Michigan,13,4,40
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Minnesota,36,11,95
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Mississippi,35,11,101
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Missouri,24,8,57
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Montana,1,0,2
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Nebraska,15,4,36
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Nevada,29,10,84
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,New Hampshire,3,1,8
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,New Jersey,38,10,79
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,New Mexico,13,4,36
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,New York,121,41,318
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,North Carolina,185,53,418
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,North Dakota,2,0,5
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Ohio,55,19,117
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Oklahoma,24,6,71
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Oregon,11,4,38
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Pennsylvania,52,12,132
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Puerto Rico,13,4,43
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Rhode Island,4,1,13
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,South Carolina,95,24,248
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,South Dakota,5,2,14
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Tennessee,27,9,72
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Texas,247,105,585
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Utah,25,8,75
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Vermont,1,0,2
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Virgin Islands,0,0,0
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Virginia,62,21,180
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Washington,35,13,83
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,West Virginia,2,0,6
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Wisconsin,29,9,84
LANL,2020-06-15,11 day ahead inc hosp,2020-06-25,Wyoming,1,0,4
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Alabama,26,22,31
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Alaska,1,0,1
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Arizona,169,132,210
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Arkansas,26,21,35
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,California,335,303,357
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Colorado,7,5,9
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Connecticut,0,0,0
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Delaware,2,1,2
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,District of Columbia,5,4,6
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Florida,111,93,130
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Georgia,43,36,54
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Hawaii,0,0,0
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Idaho,1,0,1
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Illinois,43,35,50
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Indiana,31,25,39
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Iowa,6,4,8
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Kansas,1,0,2
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Kentucky,20,15,27
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Louisiana,6,3,11
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Maine,1,1,2
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Maryland,42,33,53
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Massachusetts,11,6,17
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Michigan,23,8,43
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Minnesota,11,9,13
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Mississippi,34,27,40
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Missouri,26,20,32
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Montana,0,0,0
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,National,1515,1236,1826
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Nebraska,2,1,3
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Nevada,17,9,26
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,New Hampshire,3,2,4
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,New Jersey,9,6,14
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,New Mexico,5,3,8
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,New York,4,2,7
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,North Carolina,77,61,95
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,North Dakota,1,0,2
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Ohio,25,18,32
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Oklahoma,7,5,10
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Oregon,9,7,11
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Pennsylvania,25,20,29
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Rhode Island,1,0,4
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,South Carolina,55,47,67
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,South Dakota,3,2,4
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Tennessee,21,17,25
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Texas,189,167,211
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Utah,17,14,21
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Vermont,0,0,0
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Virginia,37,28,47
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Washington,11,9,13
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,West Virginia,2,1,2
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Wisconsin,15,12,18
ERDC,2020-06-15,10 day ahead inc hosp,2020-06-25,Wyoming,0,0,1
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Alabama,130,79,161
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Alaska,1,1,2
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Arizona,280,105,417
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Arkansas,35,30,59
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,California,689,626,735
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Colorado,27,20,31
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Connecticut,22,16,30
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Delaware,8,3,13
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,District of Columbia,25,11,49
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Florida,105,45,121
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Georgia,94,70,108
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Hawaii,0,0,0
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Idaho,7,5,9
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Illinois,185,163,200
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Indiana,85,61,98
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Iowa,33,16,51
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Kansas,9,8,11
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Kentucky,62,49,165
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Louisiana,68,41,86
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Maine,6,4,22
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Maryland,100,92,109
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Massachusetts,94,82,116
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Michigan,60,50,66
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Minnesota,40,18,67
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Mississippi,90,65,128
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Missouri,86,49,110
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Montana,0,0,0
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,National,3925,2972,4957
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Nebraska,22,19,23
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Nevada,46,26,76
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,New Hampshire,12,2,13
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,New Jersey,114,89,126
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,New Mexico,24,7,36
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,New York,182,173,279
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,North Carolina,119,94,150
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,North Dakota,5,3,10
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Ohio,67,53,77
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Oklahoma,19,15,29
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Oregon,23,19,55
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Pennsylvania,121,51,143
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Puerto Rico,22,20,44
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Rhode Island,16,5,22
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,South Carolina,100,42,153
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,South Dakota,12,11,16
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Tennessee,64,58,67
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Texas,330,319,343
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Utah,54,50,59
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Vermont,4,3,4
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Virginia,116,104,131
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Washington,36,34,38
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,West Virginia,5,2,16
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Wisconsin,67,59,81
Covid19Sim,2020-06-15,12 day ahead inc hosp,2020-06-26,Wyoming,1,0,1
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Alabama,35,0,76
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Alaska,5,0,21
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Arizona,137,58,217
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Arkansas,61,8,115
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,California,720,538,902
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Colorado,31,0,69
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Connecticut,28,0,64
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Delaware,8,0,28
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,District of Columbia,16,0,44
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Florida,155,70,239
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Georgia,80,19,141
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Hawaii,0,0,5
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Idaho,2,0,14
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Illinois,206,109,304
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Indiana,78,18,138
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Iowa,23,0,56
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Kansas,5,0,34
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Kentucky,58,6,110
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Louisiana,41,0,84
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Maine,5,0,20
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Maryland,105,36,175
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Massachusetts,104,35,173
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Michigan,116,43,189
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Minnesota,54,4,103
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Mississippi,81,20,142
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Missouri,104,35,173
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Montana,5,0,20
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Nebraska,15,0,40
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Nevada,83,21,145
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,New Hampshire,15,0,41
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,New Jersey,95,29,161
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,New Mexico,22,0,54
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,New York,106,36,175
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,North Carolina,92,27,157
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,North Dakota,8,0,27
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Ohio,63,9,117
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Oklahoma,27,0,62
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Oregon,40,0,82
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Pennsylvania,191,97,285
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Rhode Island,16,0,42
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,South Carolina,111,39,182
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,South Dakota,8,0,27
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Tennessee,30,0,83
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Texas,164,77,251
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Utah,43,0,87
CAN,2020-06-15,12 day ahead inc hosp,2020-06-26,Vermont,4,0,18
